Palabra, Cantidad
a, 3992
aahhs, 1
abajo, 79
abalanzaban, 2
abalanzaron, 1
abandonaba, 1
abandonaban, 3
abandonado, 11
abandonando, 5
abandonar, 9
abandono, 1
abanicos, 1
abarcando, 1
abarrotada, 1
abarrotadas, 1
abarrotado, 1
abatido, 4
abdomen, 1
abedul, 2
abedules, 1
abertura, 5
abierta, 32
abiertamente, 12
abiertas, 12
abierto, 24
abiertos, 20
abismal, 1
abismo, 2
ablandado, 1
abofeteando, 1
abominables, 1
abordaban, 1
abordado, 1
aborrecible, 1
abovedada, 1
abovedado, 3
abovedados, 2
abra, 1
abrazaba, 1
abrazaban, 1
abrazarle, 1
abrazarlo, 1
abrazarme, 1
abrazarse, 1
abrazo, 9
abre, 8
abreviada, 1
abrid, 1
abriendo, 7
abriera, 4
abrieron, 22
abrigaba, 1
abrigados, 2
abrigo, 4
abrigos, 1
abrimos, 2
abrir, 20
abrirla, 4
abrirlas, 1
abrirlo, 5
abrirse, 8
abrirte, 1
abrumado, 1
abrumador, 1
abruman, 1
absoluta, 7
absolutamente, 17
absolutas, 1
absoluto, 24
absorbente, 1
absorber, 1
absorbida, 1
absorbido, 2
absorbiendo, 2
abstengo, 1
absurda, 1
absurdamente, 2
absurdas, 1
absurdo, 1
abucheaban, 1
abucheo, 1
abucheos, 2
abuela, 12
abuelita, 1
abuelo, 6
abuelos, 7
aburrida, 1
aburridas, 1
aburrido, 3
aburriera, 1
aburrieron, 1
acaba, 5
acababa, 13
acababan, 1
acabado, 5
acabados, 2
acabamos, 4
acaban, 2
acabar, 5
acabara, 3
acabaran, 1
acabaremos, 1
acabaron, 1
acabas, 1
acabe, 1
acabo, 4
academia, 1
acallamos, 1
acallarlos, 2
acalorada, 1
acalorado, 1
acampadita, 1
acampado, 2
acampanando, 1
acampando, 1
acantilado, 1
acariciando, 1
acariciar, 1
acaso, 7
accede, 2
accedemos, 1
acceder, 2
accedieran, 1
accedo, 1
accesibles, 1
acceso, 4
accidentada, 1
accidentalmente, 5
accidente, 4
accio, 1
accionaba, 1
accionando, 1
acciones, 2
acculumos, 1
acechaba, 1
acechan, 1
acechando, 2
acechar, 3
aceite, 2
aceitoso, 1
acelera, 1
acelerador, 1
acento, 10
acentuado, 1
acepta, 2
aceptaba, 1
aceptado, 2
aceptar, 7
acepte, 1
acera, 1
acerada, 4
acerado, 2
aceras, 1
acerca, 12
acercaba, 7
acercaban, 3
acercado, 1
acercamiento, 1
acercamos, 1
acercan, 1
acercando, 1
acercaran, 1
acercaras, 1
acercarnos, 1
acercaron, 4
acercarse, 2
acero, 2
acerque, 3
acertada, 1
acertadas, 1
acertado, 1
acertijo, 1
achaparradas, 1
aclarar, 1
aclararla, 1
aclararlo, 1
aclararse, 1
acobardaba, 1
acobardado, 1
acogedoramente, 1
acoger, 1
acolchado, 1
acometer, 1
acometerlo, 1
acomodaba, 1
acomodaron, 2
acondicionado, 1
aconsejado, 1
aconsejo, 1
acontecimiento, 3
acontecimientos, 10
acopio, 1
acordado, 2
acorralado, 1
acostada, 1
acostado, 2
acostumbraba, 2
acostumbrada, 4
acostumbrado, 8
acostumbrados, 3
acostumbrarme, 1
acostumbro, 1
acres, 1
acribillando, 1
acrobacias, 2
actitud, 6
activa, 1
activamente, 1
actividad, 6
actividades, 2
activo, 1
acto, 7
actuaba, 1
actual, 3
actuales, 2
actualidad, 2
actualmente, 4
actuando, 4
actuar, 1
acuclillados, 1
acuden, 1
acudido, 1
acudiera, 1
acudieron, 1
acudimos, 1
acudir, 3
acueeeeerdo, 1
acuerdes, 1
acuerdo, 82
acumulaban, 1
acumulada, 1
acumulado, 2
acunado, 1
acuosa, 1
acuosas, 1
acuosos, 1
acurrucado, 1
acurrucados, 1
acusaciones, 2
acusadora, 2
acusados, 2
acusen, 1
adaptando, 2
adecuada, 1
adecuadas, 1
adecuado, 8
adecuados, 1
adelantaba, 1
adelantado, 2
adelantara, 1
adelantarse, 2
adelante, 71
adentrarme, 1
adentrarse, 1
adentro, 11
adherida, 1
adivinado, 2
adivinar, 3
adivinara, 1
adivines, 1
adivino, 1
admiraba, 1
admirado, 1
admiradores, 1
admite, 1
admites, 1
admitido, 1
admitir, 7
admitirlo, 5
admitirlos, 1
admito, 8
adolescente, 1
adolescentes, 1
adonde, 2
adoptado, 1
adoptando, 1
adorable, 1
adormecidos, 1
adormilado, 2
adorna, 1
adornada, 1
adornado, 1
adornos, 1
adosada, 1
adosando, 1
adquirir, 1
adrenalina, 2
adulador, 1
aduladora, 3
adulta, 1
adulterar, 2
adulto, 4
adultos, 11
advertencia, 3
advertencias, 1
advertimos, 1
advertir, 1
advertirla, 1
advertirle, 2
advierto, 1
aetas, 1
aetaspectulum, 1
aetaspeculum, 1
afablemente, 1
afamados, 1
afanaban, 1
afecciones, 1
afectado, 2
afectados, 2
afectar, 3
afectuosamente, 3
afeminado, 1
aferraba, 1
aferrados, 1
aferrando, 11
aferraron, 1
aficionada, 1
aficiones, 2
afilada, 2
afiladas, 1
afilados, 2
afinaban, 1
afinando, 1
afinar, 1
afirmaba, 1
afirmaciones, 5
afirmamos, 2
afirmando, 1
afirmaremos, 1
afirmarlo, 1
afirmativo, 2
aflicciones, 1
aflojaban, 1
afloramiento, 1
afortunadamente, 12
afortunadas, 1
afortunado, 3
afortunados, 2
afrenta, 1
afuera, 17
agachaba, 3
agachada, 1
agachado, 5
agachados, 3
agachando, 1
agachar, 1
agachara, 1
agacharon, 2
agacharse, 4
agallas, 1
agarraba, 1
agarrado, 2
agarrando, 6
agarrar, 3
agarrara, 1
agarrarla, 2
agarraron, 1
agarrarse, 1
agarre, 1
agazapados, 1
agencia, 1
agencias, 1
agenda, 7
agente, 2
agentes, 1
agguines, 1
agilidad, 1
agitaba, 1
agitaban, 2
agitada, 5
agitadas, 1
agitado, 6
agitadores, 2
agitando, 1
aglomerados, 1
agobiarla, 1
agosto, 1
agotada, 1
agotado, 2
agotador, 1
agotadores, 1
agotados, 1
agotara, 1
agradable, 20
agradablemente, 1
agradables, 3
agradecerle, 1
agradecidamente, 1
agradecido, 2
agradecidos, 2
agradeciendo, 1
agradecimientos, 1
agradezca, 1
agradezcas, 1
agresivo, 1
